,id,id_str,screen_name,location,description,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,status,default_profile,default_profile_image,has_extended_profile,name,bot,predicted_results
15,3032363298.0,3032363298,hard_to_yelp,,,,109,0,16,Fri Feb 20 08:23:00 +0000 2015,0,False,16067,en,"{u'contributors': None, u'truncated': False, u'text': u'How hard is it to bag four items.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841016465063067648, u'favorite_count': 0, u'source': u'<a href=""http://catplanet.cat"" rel=""nofollow"">how hard yelp</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'841016465063067648', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Sun Mar 12 20:02:05 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,how hard is it to,1,1
16,2568851552.0,2568851552,fuckeverywordza,,"Why wait until 2020 for the Z's? Fucking every word in the English language backwards, from Z to A.",,250,0,25,Sun Jun 15 11:20:31 +0000 2014,0,False,31721,en,"{u'contributors': None, u'truncated': False, u'text': u'fuck refurbishing', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 796336552901279744, u'favorite_count': 1, u'source': u'<a href=""http://www.twitter.com"" rel=""nofollow"">Fuck Every Word Z-A</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 1, u'id_str': u'796336552901279744', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'en', u'created_at': u'Wed Nov 09 13:00:04 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,fuck every word z-a,1,1
17,2954704090.0,2954704090,yeahTonyaGonzal,"Pensacola, USA","Musician, vegan, animal rights activist.",,15,1941,1,1/1/2015 11:47,319,False,406,en,,False,False,False,yeahTonyaGonzal,1,1
18,8.39e+17,8.39E+17,BbbbggU,"_._______________, _________",_______ XXX,,190,1899,0,3/7/2017 22:08,27,False,0,th,,True,True,False,xXx,1,1
19,2835723644.0,2835723644,ecin_gnihtaseod,,"straight-up rip-off of @doesathing_nice, except it's a bot // reports to @thricedotted",https://t.co/iEclQxz694,181,0,24,Tue Sep 30 04:56:09 +0000 2014,0,False,21506,en,"{u'contributors': None, u'truncated': False, u'text': u'@maurabot nice', u'is_quote_status': False, u'in_reply_to_status_id': 712819858912600064, u'id': 712820110931529728, u'favorite_count': 0, u'source': u'<a href=""https://www.twitter.com/ecin_gnihtaseod"" rel=""nofollow"">nice bot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2447379738, u'indices': [0, 9], u'id_str': u'2447379738', u'screen_name': u'maurabot', u'name': u'@maurabot'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'maurabot', u'in_reply_to_user_id': 2447379738, u'retweet_count': 0, u'id_str': u'712820110931529728', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'2447379738', u'lang': u'en', u'created_at': u'Thu Mar 24 01:55:32 +0000 2016', u'in_reply_to_status_id_str': u'712819858912600064', u'place': None}",True,True,False,‚ƒÓ‡«äu,1,1
20,1918202534.0,1918202534,tofu_product,,Follow me to chat. // Reflecting your personality back at you since 2013. // By @zhaytee,,10175,11465,199,Sun Sep 29 21:35:03 +0000 2013,328,False,65022,en,"{u'contributors': None, u'truncated': False, u'text': u'@jonathanddownie Daniel Gile is doing sure how I am a dad again.', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 809796940183535616, u'favorite_count': 0, u'source': u'<a href=""http://twitter.com/tofu_product"" rel=""nofollow"">tofubot</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 85789543, u'indices': [0, 16], u'id_str': u'85789543', u'screen_name': u'jonathanddownie', u'name': u'Jonathan Downie'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'jonathanddownie', u'in_reply_to_user_id': 85789543, u'retweet_count': 0, u'id_str': u'809796940183535616', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'85789543', u'lang': u'en', u'created_at': u'Fri Dec 16 16:26:50 +0000 2016', u'in_reply_to_status_id_str': None, u'place': None}",True,False,False,tofu,1,1
21,2475875424.0,2475875424,onetruewiseman,AMERICA,The Truest Wisdom (aka trying to make even less sense) from leading Republican presidential candidates for 2016.,,23,4,8,Sat May 03 19:04:37 +0000 2014,4,False,6230,en,"{u'contributors': None, u'truncated': False, u'text': u'Hillary to giveaway poses are entering jobs https://t.co/kxnmb38RuJ #ImWithYou #Americans and lies. https://t.co/FGxSQ5rboc', u'is_quote_status': True, u'in_reply_to_status_id': None, u'id': 771244286780112898, u'favorite_count': 0, u'source': u'<a href=""http://fox.com"" rel=""nofollow"">wiseman bottle2</a>', u'quoted_status_id': 765179912265146368, u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [{u'indices': [68, 78], u'text': u'ImWithYou'}, {u'indices': [79, 89], u'text': u'Americans'}], u'urls': [{u'url': u'https://t.co/kxnmb38RuJ', u'indices': [44, 67], u'expanded_url': u'http://www.DonaldJTrump.com', u'display_url': u'DonaldJTrump.com'}, {u'url': u'https://t.co/FGxSQ5rboc', u'indices': [100, 123], u'expanded_url': u'https://twitter.com/GregAbbott_TX/status/765179912265146368', u'display_url': u'twitter.com/GregAbbott_TX/\u2026'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 0, u'id_str': u'771244286780112898', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'en', u'created_at': u'Thu Sep 01 07:12:21 +0000 2016', u'quoted_status_id_str': u'765179912265146368', u'in_reply_to_status_id_str': None, u'place': None}",False,False,False,One True Wise Man,1,1
22,1909219404.0,1909219404,everycolorbot,the RGB color space,colors.  all of 'em. | developed by @vogon; feel free to send him feedback/feature requests,https://t.co/ICFGFTYbjQ,106126,0,999,Thu Sep 26 21:22:10 +0000 2013,2,False,30156,en,"{u'contributors': None, u'truncated': False, u'text': u'0x382920 https://t.co/pf1KgxFkxf', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 841023835654770689, u'favorite_count': 33, u'source': u'<a href=""http://github.com/vogon/everycolor"" rel=""nofollow"">everycolor.rb</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/everycolorbot/status/841023835654770689/photo/1', u'display_url': u'pic.twitter.com/pf1KgxFkxf', u'url': u'https://t.co/pf1KgxFkxf', u'media_url_https': u'https://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg', u'id_str': u'841023833951895552', u'sizes': {u'small': {u'h': 300, u'resize': u'fit', u'w': 400}, u'large': {u'h': 300, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 300, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [9, 32], u'type': u'photo', u'id': 841023833951895552, u'media_url': u'http://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg'}]}, u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 9, u'id_str': u'841023835654770689', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'und', u'created_at': u'Sun Mar 12 20:31:22 +0000 2017', u'in_reply_to_status_id_str': None, u'place': None, u'extended_entities': {u'media': [{u'expanded_url': u'https://twitter.com/everycolorbot/status/841023835654770689/photo/1', u'display_url': u'pic.twitter.com/pf1KgxFkxf', u'url': u'https://t.co/pf1KgxFkxf', u'media_url_https': u'https://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg', u'id_str': u'841023833951895552', u'sizes': {u'small': {u'h': 300, u'resize': u'fit', u'w': 400}, u'large': {u'h': 300, u'resize': u'fit', u'w': 400}, u'medium': {u'h': 300, u'resize': u'fit', u'w': 400}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [9, 32], u'type': u'photo', u'id': 841023833951895552, u'media_url': u'http://pbs.twimg.com/media/C6vquJZXAAAmE_o.jpg'}]}}",True,False,False,Every Color,1,1
23,4040207472.0,4040207472,himawari8bot,Space,Unofficial; imagery courtesy: Japan Meteorological Agency (https://t.co/lzPXaTnMCi) and CIRA (https://t.co/YksnDoJEl8). Bot by @__jcbl__,https://t.co/OSHkLQWgKQ,2302,3,161,Tue Oct 27 23:06:22 +0000 2015,4,False,7640,en,"{'favorited': False, 'id_str': '841137154914975745', 'in_reply_to_screen_name': None, 'retweeted': False, 'is_quote_status': False, 'retweet_count': 2, 'place': None, 'truncated': False, 'coordinates': None, 'extended_entities': {'media': [{'indices': [20, 43], 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'video_info': {'aspect_ratio': [1, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/C6xRxaQWsAAdOZw.mp4'}]}, 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'id': 841137139714797568, 'display_url': 'pic.twitter.com/TZqAA6DYxv', 'id_str': '841137139714797568', 'url': 'https://t.co/TZqAA6DYxv', 'expanded_url': 'https://twitter.com/himawari8bot/status/841137154914975745/photo/1', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 500}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 500, 'resize': 'fit', 'w': 500}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'type': 'animated_gif'}]}, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'lang': 'und', 'contributors': None, 'source': '<a href=""http://iseverythingstilltheworst.com"" rel=""nofollow"">space, jerks.</a>', 'geo': None, 'possibly_sensitive': False, 'entities': {'urls': [], 'media': [{'indices': [20, 43], 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C6xRxaQWsAAdOZw.jpg', 'id': 841137139714797568, 'display_url': 'pic.twitter.com/TZqAA6DYxv', 'id_str': '841137139714797568', 'url': 'https://t.co/TZqAA6DYxv', 'expanded_url': 'https://twitter.com/himawari8bot/status/841137154914975745/photo/1', 'sizes': {'large': {'h': 500, 'resize': 'fit', 'w': 500}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 500, 'resize': 'fit', 'w': 500}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}}, 'type': 'photo'}], 'symbols': [], 'user_mentions': [], 'hashtags': []}, 'in_reply_to_user_id': None, 'text': '2017-03-13T03:50:00 https://t.co/TZqAA6DYxv', 'in_reply_to_status_id': None, 'favorite_count': 1, 'created_at': 'Mon Mar 13 04:01:39 +0000 2017', 'id': 841137154914975745}",False,False,False,himawari8bot,1,1
24,3369547257.0,3369547257,emoji__polls,‰÷•ü,A silly bot by @fourtonfish @botwikidotorg. Image credit: https://t.co/X3tmC9y6oI,https://t.co/OqsKPUkiXl,443,2,17,7/10/2015 18:30,6,False,9584,en,"Status(in_reply_to_user_id=None, place=None, id_str='841302848323371009', coordinates=None, retweet_count=0, lang='und', source_url='http://twitter.com/download/iphone', in_reply_to_screen_name=None, in_reply_to_user_id_str=None, _json={'entities': {'symbols': [], 'urls': [], 'hashtags': [{'indices': [8, 14], 'text': 'emoji'}, {'indices': [15, 20], 'text': 'poll'}], 'user_mentions': []}, 'place': None, 'id_str': '841302848323371009', 'retweet_count': 0, 'lang': 'und', 'in_reply_to_screen_name': None, 'in_reply_to_user_id_str': None, 'is_quote_status': False, 'created_at': 'Mon Mar 13 15:00:04 +0000 2017', 'retweeted': False, 'favorite_count': 0, 'id': 841302848323371009, 'in_reply_to_status_id_str': None, 'truncated': False, 'geo': None, 'favorited': False, 'contributors': None, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'text': '_ÙÔö _Ù÷À _Ù_ _ÙÁ #emoji #poll', 'coordinates': None, 'in_reply_to_user_id': None}, is_quote_status=False, in_reply_to_status_id_str=None, _api=<tweepy.api.API object at 0x0000021DA3D58518>, entities={'symbols': [], 'urls': [], 'hashtags': [{'indices': [8, 14], 'text': 'emoji'}, {'indices': [15, 20], 'text': 'poll'}], 'user_mentions': []}, favorite_count=0, id=841302848323371009, created_at=datetime.datetime(2017, 3, 13, 15, 0, 4), truncated=False, geo=None, favorited=False, contributors=None, source='Twitter for iPhone', text='_ÙÔö _Ù÷À _Ù_ _ÙÁ #emoji #poll', retweeted=False, in_reply_to_status_id=None)",False,False,False,EMOJI POLLS!,1,1
25,2555847008.0,2555847008,everytrolltroll,,exposing the BLATANT HYPOCRISY of @everycanontroll // because @thricedotted was just THAT ANGRY about it,,27,1,10,Mon Jun 09 01:33:19 +0000 2014,0,False,145,en,"{u'contributors': None, u'truncated': False, u'text': u'@everycanontroll @negatendo @silentbicycle @raganwald @aredridel @everyword lsdkfjlskdfjls', u'is_quote_status': False, u'in_reply_to_status_id': 476385355612962816, u'id': 476385987359031296, u'favorite_count': 1, u'source': u'<a href=""http://twitter.com/everytrolltroll"" rel=""nofollow"">everytrolltroll</a>', u'retweeted': False, u'coordinates': None, u'entities': {u'symbols': [], u'user_mentions': [{u'id': 2553203730, u'indices': [0, 16], u'id_str': u'2553203730', u'screen_name': u'everycanontroll', u'name': u'EverywordCanonTroll'}, {u'id': 4518775336, u'indices': [17, 27], u'id_str': u'4518775336', u'screen_name': u'negatendo', u'name': u'negatendo'}, {u'id': 26786635, u'indices': [28, 42], u'id_str': u'26786635', u'screen_name': u'silentbicycle', u'name': u'Scott Vokes'}, {u'id': 18137723, u'indices': [43, 53], u'id_str': u'18137723', u'screen_name': u'raganwald', u'name': u'Reginald deBRAIDEWAD'}, {u'id': 17950990, u'indices': [54, 64], u'id_str': u'17950990', u'screen_name': u'aredridel', u'name': u'Mx. Aria Stewart'}, {u'id': 10729632, u'indices': [65, 75], u'id_str': u'10729632', u'screen_name': u'everyword', u'name': u'everyword'}], u'hashtags': [], u'urls': []}, u'in_reply_to_screen_name': u'everycanontroll', u'in_reply_to_user_id': 2553203730, u'retweet_count': 0, u'id_str': u'476385987359031296', u'favorited': False, u'geo': None, u'in_reply_to_user_id_str': u'2553203730', u'lang': u'tr', u'created_at': u'Tue Jun 10 15:30:44 +0000 2014', u'in_reply_to_status_id_str': u'476385355612962816', u'place': None}",True,False,False,EveryCanonTrollTroll,1,1
